Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,71.800003,72.959999,71.260002,72.730003,367200,30.550451
2013-03-01,68.550003,72.599998,67.959999,71.849998,149900,30.180803
2013-02-01,69.290001,70.50,67.68,68.940002,163000,28.95845
2013-01-02,65.699997,69.989998,64.540001,69.010002,166200,28.85232
2012-12-03,64.589996,65.419998,63.16,64.660004,175600,27.033632
2012-11-01,68.690002,71.110001,63.889999,64.440002,175600,26.941652
2012-10-01,66.75,71.900002,66.480003,68.18,121000,26.349678
2012-09-04,63.549999,68.540001,62.91,66.660004,137900,25.762241
2012-08-01,64.419998,64.919998,61.860001,63.360001,154400,24.486883
2012-07-02,68.449997,70.980003,62.040001,64.410004,173100,24.767511
2012-06-01,65.690002,69.50,65.300003,68.199997,205900,26.224874
2012-05-01,69.110001,69.860001,66.209999,66.639999,163500,25.62501
2012-04-02,71.769997,72.419998,67.209999,68.879997,298500,26.361897
2012-03-01,70.459999,72.870003,68.629997,71.639999,179300,27.418209
2012-02-01,71.360001,73.290001,69.800003,70.059998,161900,26.813507
2012-01-03,74.370003,75.029999,70.540001,71.32,234900,27.181244
2011-12-01,70.580002,74.449997,68.230003,72.860001,250200,27.768164
2011-11-01,68.449997,72.949997,67.269997,70.870003,237200,27.009743
2011-10-03,63.259998,71.860001,61.00,70.339996,281800,24.841228
2011-09-01,63.18,64.599998,59.130001,63.580002,216200,22.453873
2011-08-01,63.599998,63.790001,56.049999,63.220001,260600,22.326736
2011-07-01,62.029999,66.529999,61.349998,63.150002,204400,22.1908
2011-06-01,60.189999,62.189999,57.939999,61.919998,168300,21.758579
2011-05-02,59.400002,60.75,58.259998,60.25,167500,21.171745
2011-04-01,57.68,59.459999,57.360001,59.240002,168600,20.711662
2011-03-01,57.57,57.880001,53.580002,57.650002,137400,20.155762
2011-02-01,54.299999,59.119999,54.290001,57.41,188000,20.071852
2011-01-03,53.00,54.509998,50.860001,53.869999,279600,18.738682
2010-12-01,60.259998,61.970001,51.200001,52.57,621500,18.286478
2010-11-01,57.689999,59.900002,56.66,57.98,137500,17.761614
2010-10-01,57.029999,59.73,56.049999,57.419998,166300,17.590063
2010-09-01,52.82,57.189999,52.310001,56.619999,178900,17.344992
2010-08-02,56.299999,56.709999,51.599998,52.459999,160200,15.98785
2010-07-01,52.650002,57.689999,51.220001,55.490002,181200,16.911282
2010-06-01,54.639999,56.380001,52.450001,52.509998,205200,16.003088
2010-05-03,58.119999,58.689999,52.290001,55.119999,238200,16.709671
2010-04-01,57.099998,59.880001,56.41,58.00,173900,17.582745
2010-03-01,52.950001,57.759998,52.759998,57.02,174300,17.285658
2010-02-01,51.57,54.25,49.689999,53.290001,180500,16.075785
2010-01-04,53.75,53.900002,50.00,51.459999,171900,15.523735
2009-12-01,50.869999,54.630001,50.57,53.25,197500,16.063717
2009-11-02,50.189999,52.00,49.330002,50.43,148900,15.134108
2009-10-01,52.509998,56.18,49.759998,50.00,197000,15.005064
2009-09-01,52.630001,54.25,51.68,52.779999,155200,15.839345
2009-08-03,49.900002,53.619999,49.549999,53.009998,177500,15.827295
2009-07-01,45.16,50.060001,44.130001,49.610001,315900,14.812151
2009-06-01,47.66,49.869999,44.080002,44.799999,251700,13.37602
